label,message,message_length,word_count,char_count,uppercase_count,uppercase_ratio,exclamation_count,question_count,has_currency,has_numbers,has_url,has_email,processed_message_stem,processed_message_lemma
ham,K I'll be there before 4.,25,6,25,2,0.08,0,0,0,1,0,0,ill,ill
ham,I dled 3d its very imp,22,6,22,1,0.045454545454545456,0,0,0,1,0,0,dled imp,dled imp
ham,"sure, but make sure he knows we ain't smokin yet",48,10,48,0,0.0,0,0,0,0,0,0,sure make sure know aint smokin yet,sure make sure know aint smokin yet
ham,Boooo you always work. Just quit.,33,6,33,2,0.06060606060606061,0,0,0,0,0,0,boooo alway work quit,boooo always work quit
ham,I am taking half day leave bec i am not well,44,11,44,1,0.022727272727272728,0,0,0,0,0,0,take half day leav bec well,taking half day leave bec well
ham,Ugh I don't wanna get out of bed. It's so warm.,47,11,47,3,0.06382978723404255,0,0,0,0,0,0,ugh dont wan get bed warm,ugh dont wan get bed warm
ham,S:)s.nervous  &lt;#&gt; :),26,3,26,1,0.038461538461538464,0,0,0,0,0,0,ssnervou ltgt,ssnervous ltgt
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,112,21,112,3,0.026785714285714284,0,0,0,0,0,0,there ring come guy costum gift futur yowif hint hint,there ring come guy costume gift future yowifes hint hint
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,148,23,148,12,0.08108108108108109,0,0,1,1,1,0,congratul award either gift voucher free entri weekli draw text music tnc,congratulation awarded either gift voucher free entry weekly draw text music tncs
ham,I borrow ur bag ok.,19,5,19,1,0.05263157894736842,0,0,0,0,0,0,borrow bag,borrow bag
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",133,23,133,12,0.09022556390977443,0,0,0,1,0,0,outbid simonwatson shinco dvd plyr bid visit sm acsmsreward end bid notif repli end,outbid simonwatson shinco dvd plyr bid visit sm acsmsrewards end bid notification reply end
ham,Where's my boytoy? I miss you ... What happened?,48,9,48,3,0.0625,0,2,0,0,0,0,where boytoy miss happen,wheres boytoy miss happened
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",107,23,107,2,0.018691588785046728,0,0,0,0,0,0,lot use one babe model doesnt help youi bring hell match,lot used one babe model doesnt help youi bring hell match
ham,Also are you bringing galileo or dobby,38,7,38,1,0.02631578947368421,0,0,0,0,0,0,also bring galileo dobbi,also bringing galileo dobby
ham,Then why you not responding,27,5,27,1,0.037037037037037035,0,0,0,0,0,0,respond,responding
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,124,23,124,93,0.75,2,2,0,1,0,0,boo babe enjoyin yourjob seem gettin well hunnyhop ure oktak care soonlot lovem xxxx,boo babe enjoyin yourjob seemed gettin well hunnyhope ure oktake care soonlots loveme xxxx
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,131,24,131,5,0.03816793893129771,1,3,0,0,0,0,good afternoon starshin how boytoy crave yet ach fuck sip cappuccino miss babe teas kiss,good afternoon starshine hows boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss
ham,On the road so cant txt,23,6,23,1,0.043478260869565216,0,0,0,0,0,0,road text,road text
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",156,20,156,24,0.15384615384615385,0,0,0,1,1,0,smsservic yourinclus text credit pleas goto login qxj unsubscrib stop extra charg help comuk,smsservices yourinclusive text credit please goto login qxj unsubscribe stop extra charge help comuk
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,161,31,161,7,0.043478260869565216,0,0,0,1,0,0,alfi moon children need song mob tell text tone chariti nokia poli chariti poli zed profit chariti,alfie moon child need song mob tell text tone charity nokias poly charity polys zed profit charity
ham,Have a good evening! Ttyl,25,5,25,2,0.08,1,0,0,0,0,0,good even ttyl,good evening ttyl
ham,Hmm .. Bits and pieces lol ... *sighs* ...,42,9,42,2,0.047619047619047616,0,0,0,0,0,0,hmm bit piec lol sigh,hmm bit piece lol sigh
ham,Hahaha..use your brain dear,27,4,27,1,0.037037037037037035,0,0,0,0,0,0,hahahaus brain dear,hahahause brain dear
ham,Hey. You got any mail?,22,5,22,2,0.09090909090909091,0,1,0,0,0,0,hey got mail,hey got mail
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",98,17,98,2,0.02040816326530612,0,0,0,0,0,0,sorri light turn green meant anoth friend want ltgt worth may around,sorry light turned green meant another friend wanted ltgt worth may around
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,89,14,89,5,0.056179775280898875,0,0,0,0,0,0,thank yesterday sir wonder hope enjoy burial mojibiola,thanks yesterday sir wonderful hope enjoyed burial mojibiola
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,147,27,147,24,0.16326530612244897,0,0,0,1,0,0,secret admir reveal think special call opt repli reveal stop per messag recd cust care,secret admirer reveal think special call opt reply reveal stop per message recd cust care
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,129,29,129,5,0.03875968992248062,1,0,0,1,0,0,mate hav nice hol messag say hello coz sent age start drive stay roadsrvx,mate hav nice hol message say hello coz sent age started driving stay roadsrvx
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",152,24,152,13,0.08552631578947369,0,0,0,1,1,0,dear voucher holder claim week offer pleas tsc appli stop text text stop,dear voucher holder claim week offer please tscs apply stop text text stop
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",215,43,215,7,0.03255813953488372,2,0,0,0,0,0,thank much skype wit sura didnt get pleasur compani hope good weve given ultimatum countin aburo enjoy messag sent day ago,thank much skyped wit sura didnt get pleasure company hope good weve given ultimatum countin aburo enjoy message sent day ago
ham,Surely result will offer:),26,4,26,1,0.038461538461538464,0,0,0,0,0,0,sure result offer,surely result offer
ham,Good Morning my Dear........... Have a great &amp; successful day.,66,10,66,4,0.06060606060606061,0,0,0,0,0,0,good morn dear great amp success day,good morning dear great amp successful day
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,149,28,149,9,0.06040268456375839,0,0,0,1,0,0,want anytim network min text new video phone five pound per week call repli deliveri tomorrow,want anytime network min text new video phone five pound per week call reply delivery tomorrow
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",372,76,372,6,0.016129032258064516,0,0,1,0,0,0,sir late pay rent past month pay ltgt charg felt would inconsider nag someth give great cost that didnt speak howev recess abl pay charg month henc askin well ahead month end pleas help thank,sir late paying rent past month pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession able pay charge month hence askin well ahead month end please help thanks
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,155,28,155,15,0.0967741935483871,0,0,0,1,0,0,tri contact offer new video phone anytim network min half price rental camcord call repli deliveri wed,tried contact offer new video phone anytime network min half price rental camcorder call reply delivery wed
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,160,28,160,16,0.1,1,0,1,1,0,0,last chanc claim worth discount voucherstext ye nowsavamobmemb offer mobil sub remov text stop,last chance claim worth discount voucherstext yes nowsavamobmember offer mobile sub remove text stop
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,81,20,81,1,0.012345679012345678,0,0,0,1,0,0,love soo much understand special ring tomorrow love xxx,love soo much understand special ring tomorrow love xxx
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",73,14,73,1,0.0136986301369863,0,0,0,0,0,0,pleas send comprehens mail pay much,please send comprehensive mail paying much
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,76,12,76,2,0.02631578947368421,0,0,0,0,0,0,prashanthettan mother pass away last night pray famili,prashanthettans mother passed away last night pray family
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",153,26,153,18,0.11764705882352941,1,0,0,1,0,0,urgent call landlin complimentari ibiza holiday cash await collect sae tc box ppm,urgent call landline complimentary ibiza holiday cash await collection sae tc box ppm
ham,K.k:)when are you going?,24,4,24,1,0.041666666666666664,0,1,0,0,0,0,kkwhen go,kkwhen going
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,231,41,231,4,0.017316017316017316,0,0,0,0,0,0,meanwhil shit suit xavier decid give ltgt second warn samantha come play jay guitar impress shit also dont think doug realiz dont live anymor,meanwhile shit suite xavier decided give ltgt second warning samantha coming playing jay guitar impress shit also dont think doug realizes dont live anymore
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,87,18,87,4,0.04597701149425287,0,0,0,0,0,0,stomach thru much trauma swear cant eat better lose weight,stomach thru much trauma swear cant eat better lose weight
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,72,13,72,1,0.013888888888888888,0,0,0,0,0,0,officewhat mattermsg nowi call break,officewhats mattermsg nowi call break
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",105,21,105,2,0.01904761904761905,0,0,0,0,0,0,yeah there bare enough room two mani fuck shoe sorri man see later,yeah there barely enough room two many fucking shoe sorry man see later
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",158,28,158,14,0.08860759493670886,4,0,1,1,0,0,today offer claim worth discount voucher text ye savamob member offer mobil sub unsub repli,today offer claim worth discount voucher text yes savamob member offer mobile sub unsub reply
ham,U reach orchard already? U wan 2 go buy tickets first?,54,11,54,2,0.037037037037037035,0,2,0,1,0,0,reach orchard alreadi wan buy ticket first,reach orchard already wan buy ticket first
ham,"I am real, baby! I want to bring out your inner tigress...",58,12,58,2,0.034482758620689655,1,0,0,0,0,0,real babi want bring inner tigress,real baby want bring inner tigress
ham,No da if you run that it activate the full version da.,54,12,54,1,0.018518518518518517,0,0,0,0,0,0,run activ full version,run activate full version
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,114,21,114,90,0.7894736842105263,2,0,0,1,0,0,poor babyhop urfeel bettersn love probthat overdos work hey care spk lot lovejen xxx,poor babyhope urfeeling bettersn love probthat overdose work hey careful spk lot lovejen xxx
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,88,18,88,2,0.022727272727272728,0,0,0,0,0,0,stop stori ive told ive return he say order,stop story ive told ive returned he saying order
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,144,28,144,6,0.041666666666666664,2,0,0,1,0,0,talk sexi make new friend fall love world discreet text date servic text vip see could meet,talk sexy make new friend fall love world discreet text dating service text vip see could meet
ham,Going to take your babe out ?,29,7,29,1,0.034482758620689655,0,1,0,0,0,0,go take babe,going take babe
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,136,26,136,12,0.08823529411764706,0,0,0,0,0,0,hai ana tomarrow come morn ltdecimalgt ill sathi rto offic repli came home,hai ana tomarrow coming morning ltdecimalgt ill sathy rto office reply came home
ham,Spoons it is then okay?,23,5,23,1,0.043478260869565216,0,1,0,0,0,0,spoon okay,spoon okay
ham,Did he just say somebody is named tampa,39,8,39,1,0.02564102564102564,0,0,0,0,0,0,say somebodi name tampa,say somebody named tampa
ham,In work now. Going have in few min.,35,8,35,2,0.05714285714285714,0,0,0,0,0,0,work go min,work going min
ham,Your brother is a genius,24,5,24,1,0.041666666666666664,0,0,0,0,0,0,brother geniu,brother genius
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",95,20,95,4,0.042105263157894736,0,1,0,0,0,0,sorri guess whenev get hold connect mayb hour two ill text,sorry guess whenever get hold connection maybe hour two ill text
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,73,18,73,1,0.0136986301369863,0,0,0,0,0,0,find time bu coz need sort stuff,find time bus coz need sort stuff
ham,Dude ive been seeing a lotta corvettes lately,45,8,45,1,0.022222222222222223,0,0,0,0,0,0,dude ive see lotta corvett late,dude ive seeing lotta corvette lately
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,160,24,160,20,0.125,0,0,1,1,1,0,congratul award either yr suppli cd virgin record mysteri gift guarante call tsc approx min,congratulation awarded either yr supply cd virgin record mystery gift guaranteed call tscs approx min
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",159,30,159,4,0.025157232704402517,0,0,0,0,0,0,consid wall bunker shit import never play peac guess place high enough dont matter,consider wall bunker shit important never play peaceful guess place high enough dont matter
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,149,22,149,23,0.15436241610738255,1,0,0,1,0,0,privat account statement xxxxxx show unredeem point call identifi code expir,private account statement xxxxxx show unredeemed point call identifier code expires
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,134,28,134,5,0.03731343283582089,0,1,0,0,0,0,hello need posh bird chap user trial prod champney put need address dob asap,hello need posh bird chap user trial prod champneys put need address dob asap
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,154,32,154,5,0.032467532467532464,1,2,0,1,0,0,want xma free text messag new video phone half price line rental call free find,want xmas free text message new video phone half price line rental call free find
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",92,19,92,1,0.010869565217391304,1,0,0,0,0,0,well offici philosoph hole wan call home readi save,well officially philosophical hole wan call home ready saved
ham,Its going good...no problem..but still need little experience to understand american customer voice...,102,13,102,1,0.00980392156862745,0,0,0,0,0,0,go goodno problembut still need littl experi understand american custom voic,going goodno problembut still need little experience understand american customer voice
ham,I'll text you when I drop x off,31,8,31,2,0.06451612903225806,0,0,0,0,0,0,ill text drop,ill text drop
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,77,17,77,3,0.03896103896103896,0,0,0,0,0,0,ugh long day exhaust want cuddl take nap,ugh long day exhausted want cuddle take nap
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,139,21,139,34,0.2446043165467626,6,0,0,0,0,0,talk atleast day otherwis miss best friend world shakespear shesil ltgt,talk atleast day otherwise miss best friend world shakespeare shesil ltgt
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",156,28,156,25,0.16025641025641027,0,0,1,1,0,0,shop till drop either cash travel voucher call ntt box crbt fixedlin cost ppm mobil vari,shop till drop either cash travel voucher call ntt box crbt fixedline cost ppm mobile vary
ham,Are you in castor? You need to see something,44,9,44,2,0.045454545454545456,0,1,0,0,0,0,castor need see someth,castor need see something
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,136,26,136,14,0.10294117647058823,1,1,1,1,0,0,sunshin quiz wkli win top soni dvd player know countri liverpool play mid week text ansr sptyron,sunshine quiz wkly win top sony dvd player know country liverpool played mid week text ansr sptyrone
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,132,24,132,5,0.03787878787878788,0,0,0,1,0,0,secret admir look make contact ufind rreveal think specialcal,secret admirer looking make contact ufind rreveal think specialcall
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,143,24,143,7,0.04895104895104895,0,0,0,1,0,0,secret admir look make contact ufind rreveal think specialcal stopsm,secret admirer looking make contact ufind rreveal think specialcall stopsms
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,127,20,127,3,0.023622047244094488,0,0,0,0,1,0,remind download content alreadi paid goto mymobi collect content,reminder downloaded content already paid goto mymoby collect content
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",276,57,276,11,0.03985507246376811,0,0,0,1,0,0,see knew give break time woul lead alway want miss curfew gon gibe til one midnight movi gon get til need come home need getsleep anyth need studdi ear train,see knew giving break time woul lead always wanting miss curfew gon gibe til one midnight movie gon get til need come home need getsleep anything need studdying ear training
ham,I love to give massages. I use lots of baby oil... What is your fave position?,78,16,78,3,0.038461538461538464,0,1,0,0,0,0,love give massag use lot babi oil fave posit,love give massage use lot baby oil fave position
ham,Dude we should go sup again,27,6,27,1,0.037037037037037035,0,0,0,0,0,0,dude sup,dude sup
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,79,16,79,2,0.02531645569620253,0,0,0,0,0,0,yoyyooo know chang permiss drive mac usb flash drive,yoyyooo know change permission drive mac usb flash drive
ham,Gibbs unsold.mike hussey,24,3,24,1,0.041666666666666664,0,0,0,0,0,0,gibb unsoldmik hussey,gibbs unsoldmike hussey
ham,I like to talk pa but am not able to. I dont know y.,52,14,52,2,0.038461538461538464,0,0,0,0,0,0,like talk abl know,like talk able know
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,68,15,68,4,0.058823529411764705,0,1,0,0,0,0,dun cut short leh dun like fail she quit sad,dun cut short leh dun like failed shes quite sad
ham,You unbelievable faglord,24,3,24,1,0.041666666666666664,0,0,0,0,0,0,unbeliev faglord,unbelievable faglord
ham,Wife.how she knew the time of murder exactly,44,8,44,1,0.022727272727272728,0,0,0,0,0,0,wifehow knew time murder exactli,wifehow knew time murder exactly
ham,Why do you ask princess?,24,5,24,1,0.041666666666666664,0,1,0,0,0,0,ask princess,ask princess
ham,I am great princess! What are you thinking about me? :),55,11,55,2,0.03636363636363636,1,1,0,0,0,0,great princess think,great princess thinking
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,62,9,62,7,0.11290322580645161,0,0,0,0,0,0,nutter cutter ctter cttergg cttargg ctargg ctagg,nutter cutter ctter cttergg cttargg ctargg ctagg
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,104,25,104,2,0.019230769230769232,0,0,0,1,0,0,noe ure busi realli bore messag oso dunno colour choos one,noe ure busy really bored message oso dunno colour choose one
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,87,15,87,1,0.011494252873563218,0,0,0,0,0,0,doesnt class earli tomorrow thu shouldnt tri smoke ltgt,doesnt class early tomorrow thus shouldnt trying smoke ltgt
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",148,26,148,4,0.02702702702702703,0,0,0,0,0,0,superb thought grate everyth want mean still opportun happier tomorrow today,superb thought grateful everything want mean still opportunity happier tomorrow today
ham,Hope you are having a good week. Just checking in,49,10,49,2,0.04081632653061224,0,0,0,0,0,0,hope good week check,hope good week checking
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",154,32,154,3,0.01948051948051948,0,0,0,0,0,0,use hope agent dont drop sinc ive book thing year whole boston nyc experi,used hope agent dont drop since ive booked thing year whole boston nyc experiment
ham,"Thursday night? Yeah, sure thing, we'll work it out then",56,10,56,2,0.03571428571428571,0,1,0,0,0,0,thursday night yeah sure thing well work,thursday night yeah sure thing well work
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158,29,158,18,0.11392405063291139,0,0,0,1,0,0,free rington wait collect simpli text password mix verifi get usher britney fml box ppw,free ringtone waiting collected simply text password mix verify get usher britney fml box ppw
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,126,22,126,2,0.015873015873015872,0,0,0,0,0,0,probabl money worri thing come due sever outstand invoic work two three month ago,probably money worry thing coming due several outstanding invoice work two three month ago
ham,How is it possible to teach you. And where.,43,9,43,2,0.046511627906976744,0,0,0,0,0,0,possibl teach,possible teach
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",77,18,77,3,0.03896103896103896,0,1,0,0,0,0,wonder phone batteri went dead tell love babe,wonder phone battery went dead tell love babe
ham,Lovely smell on this bus and it ain't tobacco... ,49,9,49,1,0.02040816326530612,0,0,0,0,0,0,love smell bu aint tobacco,lovely smell bus aint tobacco
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",84,14,84,1,0.011904761904761904,0,0,0,0,0,0,get worri derek taylor alreadi assum worst,getting worried derek taylor already assumed worst
ham,Hey what's up charles sorry about the late reply.,49,9,49,1,0.02040816326530612,0,0,0,0,0,0,hey what charl sorri late repli,hey whats charles sorry late reply
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",162,26,162,20,0.12345679012345678,3,0,0,1,0,0,lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap,lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,79,16,79,2,0.02531645569620253,0,0,0,0,0,0,ill give plu said grinul greet whenev speak,ill give plus said grinule greet whenever speak
ham,WHITE FUDGE OREOS ARE IN STORES,31,6,31,26,0.8387096774193549,0,0,0,0,0,0,white fudg oreo store,white fudge oreo store
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",155,24,155,7,0.04516129032258064,2,0,0,1,0,0,januari male sale hot gay chat cheaper call nation rate pmin cheap pmin peak stop text call pmin,january male sale hot gay chat cheaper call national rate pmin cheap pmin peak stop text call pmin
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,146,35,146,5,0.03424657534246575,1,1,0,0,0,0,love come took long leav zaher got word happi see sad left miss,love come took long leave zahers got word happy see sad left miss
ham,I am sorry it hurt you.,23,6,23,1,0.043478260869565216,0,0,0,0,0,0,sorri hurt,sorry hurt
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,160,33,160,8,0.05,0,0,0,0,0,0,cant feel nauseou piss didnt eat sweet week caus today plan pig diet week hungri,cant feel nauseous pissed didnt eat sweet week cause today planning pig dieting week hungry
ham,Ok lor but not too early. Me still having project meeting now.,62,12,62,2,0.03225806451612903,0,0,0,0,0,0,lor earli still project meet,lor early still project meeting
ham,"Call me da, i am waiting for your call.",39,9,39,1,0.02564102564102564,0,0,0,0,0,0,call wait call,call waiting call
ham,I could ask carlos if we could get more if anybody else can chip in,67,15,67,1,0.014925373134328358,0,0,0,0,0,0,could ask carlo could get anybodi els chip,could ask carlos could get anybody else chip
ham,Was actually about to send you a reminder today. Have a wonderful weekend,73,13,73,2,0.0273972602739726,0,0,0,0,0,0,actual send remind today wonder weekend,actually send reminder today wonderful weekend
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,26,148,14,0.0945945945945946,2,0,0,0,0,0,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl,people see msg think iam addicted msging wrong bcoz dont know iam addicted sweet friend bslvyl
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,88,17,88,2,0.022727272727272728,0,2,0,0,0,0,hey gave photo regist drive tmr wan meet yck,hey gave photo registered driving tmr wan meet yck
ham,Dont talk to him ever ok its my word.,37,9,37,1,0.02702702702702703,0,0,0,0,0,0,talk ever word,talk ever word
ham,When u wana see it then,23,6,23,1,0.043478260869565216,0,0,0,0,0,0,wana see,wana see
ham,On ma way to school. Can you pls send me ashley's number,56,12,56,2,0.03571428571428571,0,0,0,0,0,0,way school pleas send ashley number,way school please send ashleys number
ham,It shall be fine. I have avalarr now. Will hollalater,53,10,53,3,0.05660377358490566,0,0,0,0,0,0,shall fine avalarr hollalat,shall fine avalarr hollalater
ham,She went to attend another two rounds today..but still did't reach home..,73,12,73,1,0.0136986301369863,0,0,0,0,0,0,went attend anoth two round todaybut still didt reach home,went attend another two round todaybut still didt reach home
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,80,11,80,1,0.0125,0,0,0,0,0,0,actual delet old websitenow blog magicalsongsblogspotcom,actually deleted old websitenow blogging magicalsongsblogspotcom
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",44,7,44,1,0.022727272727272728,0,0,0,0,0,0,wait chikkuil send aftr ltgt min,wait chikkuil send aftr ltgt min
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,92,21,92,12,0.13043478260869565,0,0,0,1,0,0,diet ate mani slice pizza yesterday ugh alway diet,diet ate many slice pizza yesterday ugh always diet
ham,K:)i will give my kvb acc details:),35,7,35,1,0.02857142857142857,0,0,0,0,0,0,give kvb acc detail,give kvb acc detail
ham,Oh all have to come ah?,23,6,23,1,0.043478260869565216,0,1,0,0,0,0,come,come
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,139,26,139,0,0.0,5,0,1,1,0,0,money lucki winner claim prize text money give away pptxnormal text rate box wtji,money lucky winner claim prize text money give away pptxnormal text rate box wtjy
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),106,20,106,1,0.009433962264150943,0,0,0,1,0,0,realli sorri wont abl fridayhop find alternativehop term go,really sorry wont able fridayhope find alternativehope term going
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,103,21,103,2,0.019417475728155338,0,0,0,0,0,0,congratul ore owo enjoy wish mani happi moment fro wherev,congratulation ore owo enjoy wish many happy moment fro wherever
ham,So do you have samus shoulders yet,34,7,34,1,0.029411764705882353,0,0,0,0,0,0,samu shoulder yet,samus shoulder yet
